strain	generation	fitness	num_date	date	year	month
sample_2052_36	2052	0.6767040200352463	2010.26	2010-04-04	2010	4
sample_2052_45	2052	0.5344342787447397	2010.26	2010-04-04	2010	4
sample_2052_58	2052	0.6174603479798704	2010.26	2010-04-04	2010	4
sample_2052_8	2052	0.6972633269477535	2010.26	2010-04-04	2010	4
sample_2052_81	2052	0.42767013335527054	2010.26	2010-04-04	2010	4
sample_2052_85	2052	0.5550834512808674	2010.26	2010-04-04	2010	4
sample_2052_90	2052	0.6217247925256759	2010.26	2010-04-04	2010	4
sample_2056_23	2056	0.6895670575919128	2010.28	2010-04-12	2010	4
sample_2056_27	2056	0.4980726785534394	2010.28	2010-04-12	2010	4
sample_2056_34	2056	0.7061959049489837	2010.28	2010-04-12	2010	4
sample_2056_42	2056	0.6782479751343963	2010.28	2010-04-12	2010	4
sample_2056_46	2056	0.6843953046599734	2010.28	2010-04-12	2010	4
sample_2056_50	2056	0.6008926990889996	2010.28	2010-04-12	2010	4
sample_2056_52	2056	0.5052851682797473	2010.28	2010-04-12	2010	4
sample_2056_56	2056	0.5558223134242121	2010.28	2010-04-12	2010	4
sample_2056_67	2056	0.7055961727110406	2010.28	2010-04-12	2010	4
sample_2056_77	2056	0.6461443828989235	2010.28	2010-04-12	2010	4
sample_2056_81	2056	0.7156548143833041	2010.28	2010-04-12	2010	4
sample_2056_96	2056	0.6814141007785867	2010.28	2010-04-12	2010	4
sample_2056_98	2056	0.6986680860405111	2010.28	2010-04-12	2010	4
sample_2060_11	2060	0.6971169726111702	2010.3	2010-04-19	2010	4
sample_2060_15	2060	0.550383180712698	2010.3	2010-04-19	2010	4
sample_2060_20	2060	0.6794854082872814	2010.3	2010-04-19	2010	4
sample_2060_25	2060	0.6131353860766932	2010.3	2010-04-19	2010	4
sample_2060_31	2060	0.6919199116540189	2010.3	2010-04-19	2010	4
sample_2060_42	2060	0.5871545880307047	2010.3	2010-04-19	2010	4
sample_2060_47	2060	0.6657101369906269	2010.3	2010-04-19	2010	4
sample_2060_52	2060	0.622727920488617	2010.3	2010-04-19	2010	4
sample_2060_54	2060	0.3852682264988886	2010.3	2010-04-19	2010	4
sample_2060_55	2060	0.7040305039998733	2010.3	2010-04-19	2010	4
sample_2060_60	2060	0.6874967261841798	2010.3	2010-04-19	2010	4
sample_2060_64	2060	0.5340667144175907	2010.3	2010-04-19	2010	4
sample_2060_66	2060	0.6644350802797341	2010.3	2010-04-19	2010	4
sample_2060_75	2060	0.5293187324153246	2010.3	2010-04-19	2010	4
sample_2060_86	2060	0.6610948795898324	2010.3	2010-04-19	2010	4
sample_2060_88	2060	0.6814318407274189	2010.3	2010-04-19	2010	4
sample_2060_95	2060	0.4503197296935419	2010.3	2010-04-19	2010	4
sample_2064_10	2064	0.7096966294799304	2010.32	2010-04-26	2010	4
sample_2064_15	2064	0.5499369004498882	2010.32	2010-04-26	2010	4
sample_2064_27	2064	0.7239199809460609	2010.32	2010-04-26	2010	4
sample_2064_30	2064	0.6808625846709897	2010.32	2010-04-26	2010	4
sample_2064_51	2064	0.6275526536814988	2010.32	2010-04-26	2010	4
sample_2064_54	2064	0.7239199809460609	2010.32	2010-04-26	2010	4
sample_2064_61	2064	0.5987817807631723	2010.32	2010-04-26	2010	4
sample_2064_69	2064	0.6846630286978702	2010.32	2010-04-26	2010	4
sample_2064_82	2064	0.5952227630176203	2010.32	2010-04-26	2010	4
sample_2064_92	2064	0.7316757614352092	2010.32	2010-04-26	2010	4
sample_2068_15	2068	0.7141484847532203	2010.34	2010-05-04	2010	5
sample_2068_16	2068	0.07345128696520109	2010.34	2010-05-04	2010	5
sample_2068_21	2068	0.6503244206473153	2010.34	2010-05-04	2010	5
sample_2068_28	2068	0.5766053892701621	2010.34	2010-05-04	2010	5
sample_2068_49	2068	0.6870810128171133	2010.34	2010-05-04	2010	5
sample_2068_50	2068	0.4895545790413606	2010.34	2010-05-04	2010	5
sample_2068_52	2068	0.6932434385275942	2010.34	2010-05-04	2010	5
sample_2068_53	2068	0.5653346429862569	2010.34	2010-05-04	2010	5
sample_2068_64	2068	0.7312010579239893	2010.34	2010-05-04	2010	5
sample_2068_70	2068	0.6713913676289159	2010.34	2010-05-04	2010	5
sample_2068_90	2068	0.5418242427040734	2010.34	2010-05-04	2010	5
sample_2068_92	2068	0.5621693401474539	2010.34	2010-05-04	2010	5
sample_2072_20	2072	0.7099226743499825	2010.36	2010-05-11	2010	5
sample_2072_25	2072	0.6865919852504601	2010.36	2010-05-11	2010	5
sample_2072_4	2072	0.6810656383927364	2010.36	2010-05-11	2010	5
sample_2072_46	2072	0.7197535265455097	2010.36	2010-05-11	2010	5
sample_2072_52	2072	0.7207741644165023	2010.36	2010-05-11	2010	5
sample_2072_59	2072	0.6812832529724907	2010.36	2010-05-11	2010	5
sample_2072_60	2072	0.7003097661839339	2010.36	2010-05-11	2010	5
sample_2072_68	2072	0.7147155407665953	2010.36	2010-05-11	2010	5
sample_2072_78	2072	0.489405657638805	2010.36	2010-05-11	2010	5
sample_2072_89	2072	0.6913977129658703	2010.36	2010-05-11	2010	5
sample_2076_10	2076	0.6896313777220286	2010.38	2010-05-18	2010	5
sample_2076_17	2076	0.6238314184364447	2010.38	2010-05-18	2010	5
sample_2076_23	2076	0.7034958522370659	2010.38	2010-05-18	2010	5
sample_2076_24	2076	0.6985850382876206	2010.38	2010-05-18	2010	5
sample_2076_26	2076	0.5896348279523345	2010.38	2010-05-18	2010	5
sample_2076_34	2076	0.6872202835021322	2010.38	2010-05-18	2010	5
sample_2076_4	2076	0.7130067608003452	2010.38	2010-05-18	2010	5
sample_2076_5	2076	0.4415635567373996	2010.38	2010-05-18	2010	5
sample_2076_67	2076	0.6291793538887687	2010.38	2010-05-18	2010	5
sample_2076_87	2076	0.7148773202446891	2010.38	2010-05-18	2010	5
sample_2080_12	2080	0.49950503319896206	2010.4	2010-05-26	2010	5
sample_2080_14	2080	0.6777927807887896	2010.4	2010-05-26	2010	5
sample_2080_19	2080	0.6265078211890499	2010.4	2010-05-26	2010	5
sample_2080_20	2080	0.4975131153599064	2010.4	2010-05-26	2010	5
sample_2080_22	2080	0.5613534705195258	2010.4	2010-05-26	2010	5
sample_2080_29	2080	0.7377188940577167	2010.4	2010-05-26	2010	5
sample_2080_31	2080	0.6672241885174534	2010.4	2010-05-26	2010	5
sample_2080_34	2080	0.685193411187727	2010.4	2010-05-26	2010	5
sample_2080_38	2080	0.6803664624226221	2010.4	2010-05-26	2010	5
sample_2080_42	2080	0.6675374160463501	2010.4	2010-05-26	2010	5
sample_2080_52	2080	0.6413726047882836	2010.4	2010-05-26	2010	5
sample_2080_58	2080	0.6932374970151766	2010.4	2010-05-26	2010	5
sample_2080_67	2080	0.6943779551000601	2010.4	2010-05-26	2010	5
sample_2080_74	2080	0.6382758387713788	2010.4	2010-05-26	2010	5
sample_2080_83	2080	0.6957059490892203	2010.4	2010-05-26	2010	5
sample_2080_87	2080	0.6516649514390306	2010.4	2010-05-26	2010	5
sample_2080_90	2080	0.6749295536029724	2010.4	2010-05-26	2010	5
sample_2084_1	2084	0.6868753763203151	2010.42	2010-06-02	2010	6
sample_2084_25	2084	0.6275581650029186	2010.42	2010-06-02	2010	6
sample_2084_49	2084	0.6868275472531942	2010.42	2010-06-02	2010	6
sample_2084_51	2084	0.4993358516647263	2010.42	2010-06-02	2010	6
sample_2084_52	2084	0.7133369309496089	2010.42	2010-06-02	2010	6
sample_2084_59	2084	0.5914538851538133	2010.42	2010-06-02	2010	6
sample_2084_64	2084	0.7009257994694671	2010.42	2010-06-02	2010	6
sample_2084_72	2084	0.6777184688783293	2010.42	2010-06-02	2010	6
sample_2084_80	2084	0.7007688437506383	2010.42	2010-06-02	2010	6
sample_2084_85	2084	0.6954277223586404	2010.42	2010-06-02	2010	6
sample_2084_88	2084	0.5704260655288212	2010.42	2010-06-02	2010	6
sample_2084_9	2084	0.6229552961329816	2010.42	2010-06-02	2010	6
sample_2084_94	2084	0.4744029282148304	2010.42	2010-06-02	2010	6
sample_2088_11	2088	0.6932632172661969	2010.44	2010-06-09	2010	6
sample_2088_14	2088	0.6173864525643485	2010.44	2010-06-09	2010	6
sample_2088_16	2088	0.7031607976439813	2010.44	2010-06-09	2010	6
sample_2088_2	2088	0.6031043562401837	2010.44	2010-06-09	2010	6
sample_2088_30	2088	0.5791400159939314	2010.44	2010-06-09	2010	6
sample_2088_31	2088	0.6964363360269491	2010.44	2010-06-09	2010	6
sample_2088_45	2088	0.4935517182967972	2010.44	2010-06-09	2010	6
sample_2088_55	2088	0.6409850301790609	2010.44	2010-06-09	2010	6
sample_2088_61	2088	0.72933784981495	2010.44	2010-06-09	2010	6
sample_2088_89	2088	0.647336974393825	2010.44	2010-06-09	2010	6
sample_2088_92	2088	0.4901772635096776	2010.44	2010-06-09	2010	6
sample_2088_94	2088	0.6227833197499634	2010.44	2010-06-09	2010	6
sample_2092_15	2092	0.6890776410125551	2010.46	2010-06-17	2010	6
sample_2092_17	2092	0.7102754855223472	2010.46	2010-06-17	2010	6
sample_2092_18	2092	0.5068979930271632	2010.46	2010-06-17	2010	6
sample_2092_38	2092	0.6025099884164221	2010.46	2010-06-17	2010	6
sample_2092_40	2092	0.5514580176755902	2010.46	2010-06-17	2010	6
sample_2092_47	2092	0.7067067423886588	2010.46	2010-06-17	2010	6
sample_2092_51	2092	0.5729829831168082	2010.46	2010-06-17	2010	6
sample_2092_54	2092	0.7072815812144886	2010.46	2010-06-17	2010	6
sample_2092_71	2092	0.6025099884164221	2010.46	2010-06-17	2010	6
sample_2092_76	2092	0.5581528892201696	2010.46	2010-06-17	2010	6
sample_2092_8	2092	0.6735733940897726	2010.46	2010-06-17	2010	6
sample_2092_81	2092	0.6349834248853566	2010.46	2010-06-17	2010	6
sample_2092_89	2092	0.4715992185504376	2010.46	2010-06-17	2010	6
sample_2092_91	2092	0.5574490022818122	2010.46	2010-06-17	2010	6
sample_2096_15	2096	0.6241081740875036	2010.48	2010-06-24	2010	6
sample_2096_18	2096	0.6956400684104529	2010.48	2010-06-24	2010	6
sample_2096_35	2096	0.5455357264380659	2010.48	2010-06-24	2010	6
sample_2096_38	2096	0.5961532818804379	2010.48	2010-06-24	2010	6
sample_2096_49	2096	0.6584278821061453	2010.48	2010-06-24	2010	6
sample_2096_84	2096	0.5490068381051396	2010.48	2010-06-24	2010	6
sample_2096_85	2096	0.6935890575392255	2010.48	2010-06-24	2010	6
sample_2096_88	2096	0.6907163697632414	2010.48	2010-06-24	2010	6
sample_2096_92	2096	0.6843132505461161	2010.48	2010-06-24	2010	6
sample_2096_97	2096	0.7103981719818994	2010.48	2010-06-24	2010	6
sample_2100_11	2100	0.6056868434457765	2010.5	2010-07-01	2010	7
sample_2100_18	2100	0.7115704523608979	2010.5	2010-07-01	2010	7
sample_2100_37	2100	0.701070719348137	2010.5	2010-07-01	2010	7
sample_2100_59	2100	0.5428991292475992	2010.5	2010-07-01	2010	7
sample_2100_7	2100	0.6484469198239687	2010.5	2010-07-01	2010	7
sample_2100_71	2100	0.5796919245454529	2010.5	2010-07-01	2010	7
sample_2100_88	2100	0.7265675559885353	2010.5	2010-07-01	2010	7
sample_2100_92	2100	0.6375650983639752	2010.5	2010-07-01	2010	7
sample_2104_30	2104	0.6963948848412354	2010.52	2010-07-08	2010	7
sample_2104_38	2104	0.6922794283280179	2010.52	2010-07-08	2010	7
sample_2104_54	2104	0.43093715495383694	2010.52	2010-07-08	2010	7
sample_2104_69	2104	0.68778992173236	2010.52	2010-07-08	2010	7
sample_2104_72	2104	0.5496323792862023	2010.52	2010-07-08	2010	7
sample_2104_80	2104	0.6963948848412354	2010.52	2010-07-08	2010	7
sample_2104_95	2104	0.7028601055248285	2010.52	2010-07-08	2010	7
sample_2108_11	2108	0.6855294052048825	2010.54	2010-07-16	2010	7
sample_2108_17	2108	0.5441753643175118	2010.54	2010-07-16	2010	7
sample_2108_27	2108	0.6479496097031223	2010.54	2010-07-16	2010	7
sample_2108_32	2108	0.6801606318062416	2010.54	2010-07-16	2010	7
sample_2108_33	2108	0.5376342883861573	2010.54	2010-07-16	2010	7
sample_2108_40	2108	0.6820522207401288	2010.54	2010-07-16	2010	7
sample_2108_43	2108	0.4666821158221639	2010.54	2010-07-16	2010	7
sample_2108_48	2108	0.6958165031265899	2010.54	2010-07-16	2010	7
sample_2108_5	2108	0.6372143631164	2010.54	2010-07-16	2010	7
sample_2108_52	2108	0.7172815416184845	2010.54	2010-07-16	2010	7
sample_2108_66	2108	0.6179249074569853	2010.54	2010-07-16	2010	7
sample_2108_74	2108	0.5737146696536821	2010.54	2010-07-16	2010	7
sample_2108_77	2108	0.4715369594069727	2010.54	2010-07-16	2010	7
sample_2112_29	2112	0.6355469198292941	2010.56	2010-07-23	2010	7
sample_2112_42	2112	0.5756294561816798	2010.56	2010-07-23	2010	7
sample_2112_49	2112	0.6030610083018412	2010.56	2010-07-23	2010	7
sample_2112_54	2112	0.34859984392712096	2010.56	2010-07-23	2010	7
sample_2112_67	2112	0.6156932890447065	2010.56	2010-07-23	2010	7
sample_2112_74	2112	0.6940710027750726	2010.56	2010-07-23	2010	7
sample_2112_77	2112	0.6771467570471202	2010.56	2010-07-23	2010	7
sample_2112_8	2112	0.5054141882807429	2010.56	2010-07-23	2010	7
sample_2112_9	2112	0.6657718370805212	2010.56	2010-07-23	2010	7
sample_2112_94	2112	0.6940710027750726	2010.56	2010-07-23	2010	7
sample_2116_10	2116	0.6645927921778537	2010.58	2010-07-30	2010	7
sample_2116_11	2116	0.6923040687031802	2010.58	2010-07-30	2010	7
sample_2116_18	2116	0.7077886716308214	2010.58	2010-07-30	2010	7
sample_2116_28	2116	0.7104490318099423	2010.58	2010-07-30	2010	7
sample_2116_29	2116	0.6707738309110765	2010.58	2010-07-30	2010	7
sample_2116_6	2116	0.6915194133103879	2010.58	2010-07-30	2010	7
sample_2116_63	2116	0.4780419063763925	2010.58	2010-07-30	2010	7
sample_2116_70	2116	0.6774480491729195	2010.58	2010-07-30	2010	7
sample_2116_74	2116	0.6923040687031802	2010.58	2010-07-30	2010	7
sample_2116_77	2116	0.587882782951103	2010.58	2010-07-30	2010	7
sample_2116_88	2116	0.6842405437012001	2010.58	2010-07-30	2010	7
sample_2120_12	2120	0.6630895023749683	2010.6	2010-08-07	2010	8
sample_2120_22	2120	0.6146370176882799	2010.6	2010-08-07	2010	8
sample_2120_32	2120	0.6576356766446922	2010.6	2010-08-07	2010	8
sample_2120_40	2120	0.7141892230080985	2010.6	2010-08-07	2010	8
sample_2120_41	2120	0.6697912236030634	2010.6	2010-08-07	2010	8
sample_2120_46	2120	0.6141520164224737	2010.6	2010-08-07	2010	8
sample_2120_57	2120	0.553173315919452	2010.6	2010-08-07	2010	8
sample_2120_66	2120	0.7086377968371423	2010.6	2010-08-07	2010	8
sample_2120_72	2120	0.4393625350503741	2010.6	2010-08-07	2010	8
sample_2120_75	2120	0.637736335397836	2010.6	2010-08-07	2010	8
sample_2120_81	2120	0.6080986999504902	2010.6	2010-08-07	2010	8
sample_2120_86	2120	0.6722512426301132	2010.6	2010-08-07	2010	8
sample_2120_92	2120	0.6088068502680648	2010.6	2010-08-07	2010	8
sample_2120_97	2120	0.638793759747576	2010.6	2010-08-07	2010	8
sample_2124_17	2124	0.6757847003948276	2010.62	2010-08-14	2010	8
sample_2124_24	2124	0.6644798210060052	2010.62	2010-08-14	2010	8
sample_2124_42	2124	0.7016995423702239	2010.62	2010-08-14	2010	8
sample_2124_45	2124	0.4723250001700301	2010.62	2010-08-14	2010	8
sample_2124_58	2124	0.6023721663987286	2010.62	2010-08-14	2010	8
sample_2124_65	2124	0.6808064384961504	2010.62	2010-08-14	2010	8
sample_2124_69	2124	0.6574765480662789	2010.62	2010-08-14	2010	8
sample_2124_84	2124	0.7252165784588204	2010.62	2010-08-14	2010	8
sample_2124_89	2124	0.7143367070344471	2010.62	2010-08-14	2010	8
sample_2124_94	2124	0.6197509780744728	2010.62	2010-08-14	2010	8
sample_2128_25	2128	0.636422428796443	2010.64	2010-08-21	2010	8
sample_2128_33	2128	0.6711054388132093	2010.64	2010-08-21	2010	8
sample_2128_43	2128	0.6981116006152797	2010.64	2010-08-21	2010	8
sample_2128_56	2128	0.3449954171430092	2010.64	2010-08-21	2010	8
sample_2128_64	2128	0.7082113252642693	2010.64	2010-08-21	2010	8
sample_2128_66	2128	0.7105753155065778	2010.64	2010-08-21	2010	8
sample_2128_71	2128	0.6548974681807244	2010.64	2010-08-21	2010	8
sample_2128_75	2128	0.6157759615288758	2010.64	2010-08-21	2010	8
sample_2128_84	2128	0.6706831415440822	2010.64	2010-08-21	2010	8
sample_2128_86	2128	0.4964293356360705	2010.64	2010-08-21	2010	8
