strain	generation	fitness	num_date	date	year	month
sample_2248_87	2248	0.5527882653993723	2011.24	2011-03-28	2011	3
sample_2252_14	2252	0.6192140665221941	2011.26	2011-04-04	2011	4
sample_2252_2	2252	0.5782428120825401	2011.26	2011-04-04	2011	4
sample_2252_32	2252	0.6297129595228276	2011.26	2011-04-04	2011	4
sample_2252_43	2252	0.6045528358391267	2011.26	2011-04-04	2011	4
sample_2252_46	2252	0.6212110652012158	2011.26	2011-04-04	2011	4
sample_2252_5	2252	0.6214762539161481	2011.26	2011-04-04	2011	4
sample_2252_52	2252	0.5373457126823027	2011.26	2011-04-04	2011	4
sample_2252_61	2252	0.6335772794054408	2011.26	2011-04-04	2011	4
sample_2252_85	2252	0.5607769450389838	2011.26	2011-04-04	2011	4
sample_2252_86	2252	0.5885157459800993	2011.26	2011-04-04	2011	4
sample_2252_9	2252	0.6677286405553795	2011.26	2011-04-04	2011	4
sample_2252_97	2252	0.5565711179511914	2011.26	2011-04-04	2011	4
sample_2256_18	2256	0.6402277664906922	2011.28	2011-04-12	2011	4
sample_2256_22	2256	0.6495554217736932	2011.28	2011-04-12	2011	4
sample_2256_39	2256	0.5424831204151525	2011.28	2011-04-12	2011	4
sample_2256_47	2256	0.5819206457516557	2011.28	2011-04-12	2011	4
sample_2256_54	2256	0.6550493648449811	2011.28	2011-04-12	2011	4
sample_2256_62	2256	0.619623884574473	2011.28	2011-04-12	2011	4
sample_2256_75	2256	0.6320304791358261	2011.28	2011-04-12	2011	4
sample_2256_78	2256	0.636572433369481	2011.28	2011-04-12	2011	4
sample_2256_8	2256	0.4074145912648027	2011.28	2011-04-12	2011	4
sample_2256_90	2256	0.589017510928286	2011.28	2011-04-12	2011	4
sample_2256_92	2256	0.6550493648449811	2011.28	2011-04-12	2011	4
sample_2256_93	2256	0.6227376227572814	2011.28	2011-04-12	2011	4
sample_2260_10	2260	0.5879365790441986	2011.3	2011-04-19	2011	4
sample_2260_12	2260	0.587217729167389	2011.3	2011-04-19	2011	4
sample_2260_25	2260	0.5389772064936108	2011.3	2011-04-19	2011	4
sample_2260_32	2260	0.6639445944750951	2011.3	2011-04-19	2011	4
sample_2260_41	2260	0.5890125171222066	2011.3	2011-04-19	2011	4
sample_2260_44	2260	0.6647875092119883	2011.3	2011-04-19	2011	4
sample_2260_45	2260	0.6101422625591435	2011.3	2011-04-19	2011	4
sample_2260_49	2260	0.6268265100525188	2011.3	2011-04-19	2011	4
sample_2260_50	2260	0.6293351499351867	2011.3	2011-04-19	2011	4
sample_2260_57	2260	0.6490015872429289	2011.3	2011-04-19	2011	4
sample_2260_66	2260	0.5889445623268214	2011.3	2011-04-19	2011	4
sample_2260_73	2260	0.6174241124017309	2011.3	2011-04-19	2011	4
sample_2260_85	2260	0.5929041174868341	2011.3	2011-04-19	2011	4
sample_2260_92	2260	0.5706817480520585	2011.3	2011-04-19	2011	4
sample_2260_99	2260	0.6484038842704221	2011.3	2011-04-19	2011	4
sample_2264_11	2264	0.6165702461787639	2011.32	2011-04-26	2011	4
sample_2264_12	2264	0.4145181918847448	2011.32	2011-04-26	2011	4
sample_2264_16	2264	0.6073563745624299	2011.32	2011-04-26	2011	4
sample_2264_20	2264	0.5499170885676118	2011.32	2011-04-26	2011	4
sample_2264_24	2264	0.6242668460219833	2011.32	2011-04-26	2011	4
sample_2264_46	2264	0.6110615331817576	2011.32	2011-04-26	2011	4
sample_2264_72	2264	0.5176124787195114	2011.32	2011-04-26	2011	4
sample_2264_78	2264	0.6262112685526647	2011.32	2011-04-26	2011	4
sample_2264_82	2264	0.6589327365788751	2011.32	2011-04-26	2011	4
sample_2264_92	2264	0.6194768871444938	2011.32	2011-04-26	2011	4
sample_2268_10	2268	0.5956345249136664	2011.34	2011-05-04	2011	5
sample_2268_22	2268	0.6494738665035065	2011.34	2011-05-04	2011	5
sample_2268_28	2268	0.5815100546320263	2011.34	2011-05-04	2011	5
sample_2268_32	2268	0.6303165497884958	2011.34	2011-05-04	2011	5
sample_2268_34	2268	0.5821855810761668	2011.34	2011-05-04	2011	5
sample_2268_55	2268	0.37559080290532587	2011.34	2011-05-04	2011	5
sample_2268_57	2268	0.6341683249061547	2011.34	2011-05-04	2011	5
sample_2268_59	2268	0.5471821705708565	2011.34	2011-05-04	2011	5
sample_2268_71	2268	0.4448551917935002	2011.34	2011-05-04	2011	5
sample_2272_100	2272	0.5639963469519862	2011.36	2011-05-11	2011	5
sample_2272_19	2272	0.4641762389890009	2011.36	2011-05-11	2011	5
sample_2272_24	2272	0.6355067270211469	2011.36	2011-05-11	2011	5
sample_2272_3	2272	0.6248509654249007	2011.36	2011-05-11	2011	5
sample_2272_36	2272	0.5772535632055434	2011.36	2011-05-11	2011	5
sample_2272_37	2272	0.6277338123980131	2011.36	2011-05-11	2011	5
sample_2272_46	2272	0.6613619113722521	2011.36	2011-05-11	2011	5
sample_2272_5	2272	0.5894482909406464	2011.36	2011-05-11	2011	5
sample_2272_50	2272	0.6549425454896072	2011.36	2011-05-11	2011	5
sample_2272_60	2272	0.6546847465299346	2011.36	2011-05-11	2011	5
sample_2272_62	2272	0.5916964329120837	2011.36	2011-05-11	2011	5
sample_2272_64	2272	0.6549425454896072	2011.36	2011-05-11	2011	5
sample_2272_66	2272	0.5981891085045088	2011.36	2011-05-11	2011	5
sample_2272_67	2272	0.657264118520975	2011.36	2011-05-11	2011	5
sample_2272_74	2272	0.6518842145827962	2011.36	2011-05-11	2011	5
sample_2272_80	2272	0.3075895680750264	2011.36	2011-05-11	2011	5
sample_2272_81	2272	0.4465056334838761	2011.36	2011-05-11	2011	5
sample_2272_82	2272	0.6563460801281154	2011.36	2011-05-11	2011	5
sample_2272_92	2272	0.5628174355165548	2011.36	2011-05-11	2011	5
sample_2276_30	2276	0.4128284426643552	2011.38	2011-05-18	2011	5
sample_2276_43	2276	0.6621952516860649	2011.38	2011-05-18	2011	5
sample_2276_46	2276	0.5690868617770489	2011.38	2011-05-18	2011	5
sample_2276_48	2276	0.5506325499644175	2011.38	2011-05-18	2011	5
sample_2276_64	2276	0.6725390904036463	2011.38	2011-05-18	2011	5
sample_2276_76	2276	0.6340630617013081	2011.38	2011-05-18	2011	5
sample_2276_79	2276	0.5351467372625989	2011.38	2011-05-18	2011	5
sample_2276_94	2276	0.519191436996819	2011.38	2011-05-18	2011	5
sample_2280_13	2280	0.4681730711660661	2011.4	2011-05-26	2011	5
sample_2280_15	2280	0.645288031977096	2011.4	2011-05-26	2011	5
sample_2280_28	2280	0.4063406215442025	2011.4	2011-05-26	2011	5
sample_2280_35	2280	0.6129724879598714	2011.4	2011-05-26	2011	5
sample_2280_39	2280	0.6310748116017572	2011.4	2011-05-26	2011	5
sample_2280_4	2280	0.5492494490796554	2011.4	2011-05-26	2011	5
sample_2280_50	2280	0.4699556359423574	2011.4	2011-05-26	2011	5
sample_2280_52	2280	0.5851917316090822	2011.4	2011-05-26	2011	5
sample_2280_69	2280	0.3262036024715585	2011.4	2011-05-26	2011	5
sample_2280_80	2280	0.5818285012406826	2011.4	2011-05-26	2011	5
sample_2280_84	2280	0.5804866022060038	2011.4	2011-05-26	2011	5
sample_2280_85	2280	0.5892226716240713	2011.4	2011-05-26	2011	5
sample_2280_87	2280	0.6173661036615771	2011.4	2011-05-26	2011	5
sample_2284_11	2284	0.6123443285801611	2011.42	2011-06-02	2011	6
sample_2284_15	2284	0.4143217430461057	2011.42	2011-06-02	2011	6
sample_2284_25	2284	0.6536754304700384	2011.42	2011-06-02	2011	6
sample_2284_27	2284	0.5602783312003691	2011.42	2011-06-02	2011	6
sample_2284_4	2284	0.5813700392401868	2011.42	2011-06-02	2011	6
sample_2284_62	2284	0.6442773085635906	2011.42	2011-06-02	2011	6
sample_2284_69	2284	0.6336016725976386	2011.42	2011-06-02	2011	6
sample_2284_7	2284	0.5555472727577156	2011.42	2011-06-02	2011	6
sample_2284_70	2284	0.6526199479409066	2011.42	2011-06-02	2011	6
sample_2284_80	2284	0.4677357530511774	2011.42	2011-06-02	2011	6
sample_2284_82	2284	0.4555936495585008	2011.42	2011-06-02	2011	6
sample_2284_92	2284	0.5262027221825746	2011.42	2011-06-02	2011	6
sample_2284_95	2284	0.6710852932807833	2011.42	2011-06-02	2011	6
sample_2284_96	2284	0.6063057702664271	2011.42	2011-06-02	2011	6
sample_2284_98	2284	0.6496329903488575	2011.42	2011-06-02	2011	6
sample_2288_20	2288	0.6340461496789078	2011.44	2011-06-09	2011	6
sample_2288_27	2288	0.3467843732641277	2011.44	2011-06-09	2011	6
sample_2288_37	2288	0.5750253250042237	2011.44	2011-06-09	2011	6
sample_2288_40	2288	0.6483849464871878	2011.44	2011-06-09	2011	6
sample_2288_5	2288	0.6307357343727279	2011.44	2011-06-09	2011	6
sample_2288_56	2288	0.6533887040116502	2011.44	2011-06-09	2011	6
sample_2288_57	2288	0.6499981718473933	2011.44	2011-06-09	2011	6
sample_2288_69	2288	0.6539962896754273	2011.44	2011-06-09	2011	6
sample_2288_81	2288	0.6553041170998043	2011.44	2011-06-09	2011	6
sample_2288_84	2288	0.5617164558741116	2011.44	2011-06-09	2011	6
sample_2288_9	2288	0.6076531925303852	2011.44	2011-06-09	2011	6
sample_2292_100	2292	0.5406734671821081	2011.46	2011-06-17	2011	6
sample_2292_28	2292	0.6486980835662174	2011.46	2011-06-17	2011	6
sample_2292_4	2292	0.6417082544839887	2011.46	2011-06-17	2011	6
sample_2292_40	2292	0.5331666211315289	2011.46	2011-06-17	2011	6
sample_2292_58	2292	0.5660148423577176	2011.46	2011-06-17	2011	6
sample_2292_70	2292	0.5955610751795096	2011.46	2011-06-17	2011	6
sample_2292_75	2292	0.6348168007895019	2011.46	2011-06-17	2011	6
sample_2292_76	2292	0.5575246197223518	2011.46	2011-06-17	2011	6
sample_2292_82	2292	0.5746343577235712	2011.46	2011-06-17	2011	6
sample_2292_85	2292	0.35393397213707417	2011.46	2011-06-17	2011	6
sample_2292_91	2292	0.6382721170051227	2011.46	2011-06-17	2011	6
sample_2296_100	2296	0.5062227867713027	2011.48	2011-06-24	2011	6
sample_2296_20	2296	0.5715789249750829	2011.48	2011-06-24	2011	6
sample_2296_32	2296	0.4483328478228414	2011.48	2011-06-24	2011	6
sample_2296_42	2296	0.3908061808515361	2011.48	2011-06-24	2011	6
sample_2296_51	2296	0.6647787051099951	2011.48	2011-06-24	2011	6
sample_2296_54	2296	0.6281726788297013	2011.48	2011-06-24	2011	6
sample_2296_59	2296	0.494498766951733	2011.48	2011-06-24	2011	6
sample_2296_6	2296	0.5677744848421099	2011.48	2011-06-24	2011	6
sample_2296_60	2296	0.6132192066386074	2011.48	2011-06-24	2011	6
sample_2296_91	2296	0.6481475707209717	2011.48	2011-06-24	2011	6
sample_2296_93	2296	0.5722303438790796	2011.48	2011-06-24	2011	6
sample_2296_99	2296	0.5465391745543695	2011.48	2011-06-24	2011	6
sample_2300_15	2300	0.6645467378225579	2011.5	2011-07-01	2011	7
sample_2300_17	2300	0.6128158167990266	2011.5	2011-07-01	2011	7
sample_2300_2	2300	0.5349859201393484	2011.5	2011-07-01	2011	7
sample_2300_21	2300	0.5723556022422288	2011.5	2011-07-01	2011	7
sample_2300_25	2300	0.5806725516222175	2011.5	2011-07-01	2011	7
sample_2300_38	2300	0.4646668304058498	2011.5	2011-07-01	2011	7
sample_2300_67	2300	0.6028611895575323	2011.5	2011-07-01	2011	7
sample_2300_72	2300	0.5728788235433001	2011.5	2011-07-01	2011	7
sample_2300_76	2300	0.3914452079415815	2011.5	2011-07-01	2011	7
sample_2300_77	2300	0.5473977283557305	2011.5	2011-07-01	2011	7
sample_2300_95	2300	0.5677886282528603	2011.5	2011-07-01	2011	7
sample_2300_99	2300	0.6725806426364328	2011.5	2011-07-01	2011	7
sample_2304_12	2304	0.566307518493126	2011.52	2011-07-08	2011	7
sample_2304_31	2304	0.5648698970362983	2011.52	2011-07-08	2011	7
sample_2304_37	2304	0.4915212531339092	2011.52	2011-07-08	2011	7
sample_2304_42	2304	0.3966591374965869	2011.52	2011-07-08	2011	7
sample_2304_46	2304	0.6394459909785838	2011.52	2011-07-08	2011	7
sample_2304_49	2304	0.6288413143210507	2011.52	2011-07-08	2011	7
sample_2304_63	2304	0.5755013918807254	2011.52	2011-07-08	2011	7
sample_2304_66	2304	0.4968766733994108	2011.52	2011-07-08	2011	7
sample_2304_78	2304	0.6337499364150381	2011.52	2011-07-08	2011	7
sample_2304_92	2304	0.5940461111704207	2011.52	2011-07-08	2011	7
sample_2304_98	2304	0.6699492873432102	2011.52	2011-07-08	2011	7
sample_2308_18	2308	0.3989984363115692	2011.54	2011-07-16	2011	7
sample_2308_26	2308	0.6618856140524931	2011.54	2011-07-16	2011	7
sample_2308_27	2308	0.6726232775075243	2011.54	2011-07-16	2011	7
sample_2308_28	2308	0.6625339283449113	2011.54	2011-07-16	2011	7
sample_2308_35	2308	0.6618856140524931	2011.54	2011-07-16	2011	7
sample_2308_36	2308	0.43723290257102215	2011.54	2011-07-16	2011	7
sample_2308_66	2308	0.5834323540469883	2011.54	2011-07-16	2011	7
sample_2308_73	2308	0.6053609497567719	2011.54	2011-07-16	2011	7
sample_2308_87	2308	0.6404509513697646	2011.54	2011-07-16	2011	7
sample_2312_47	2312	0.6635180243653339	2011.56	2011-07-23	2011	7
sample_2312_66	2312	0.6034836156559429	2011.56	2011-07-23	2011	7
sample_2312_82	2312	0.6581819812710072	2011.56	2011-07-23	2011	7
sample_2312_88	2312	0.6414693657328137	2011.56	2011-07-23	2011	7
sample_2316_19	2316	0.5343670635113534	2011.58	2011-07-30	2011	7
sample_2316_28	2316	0.6120249312922322	2011.58	2011-07-30	2011	7
sample_2316_29	2316	0.4676913000586365	2011.58	2011-07-30	2011	7
sample_2316_30	2316	0.5591804899567071	2011.58	2011-07-30	2011	7
sample_2316_41	2316	0.6531726586836768	2011.58	2011-07-30	2011	7
sample_2316_42	2316	0.6629232428456368	2011.58	2011-07-30	2011	7
sample_2316_49	2316	0.4676913000586365	2011.58	2011-07-30	2011	7
sample_2316_62	2316	0.3729559592575108	2011.58	2011-07-30	2011	7
sample_2316_64	2316	0.5436201771522655	2011.58	2011-07-30	2011	7
sample_2316_69	2316	0.5966309185610731	2011.58	2011-07-30	2011	7
sample_2316_77	2316	0.36583577716407706	2011.58	2011-07-30	2011	7
sample_2316_78	2316	0.6322152726688871	2011.58	2011-07-30	2011	7
sample_2316_83	2316	0.6732712111354633	2011.58	2011-07-30	2011	7
sample_2320_22	2320	0.5900023401984671	2011.6	2011-08-07	2011	8
sample_2320_24	2320	0.6221887824120322	2011.6	2011-08-07	2011	8
sample_2320_25	2320	0.623357102386403	2011.6	2011-08-07	2011	8
sample_2320_50	2320	0.6563711854292099	2011.6	2011-08-07	2011	8
sample_2320_51	2320	0.4028200633053303	2011.6	2011-08-07	2011	8
sample_2320_54	2320	0.35105139241808786	2011.6	2011-08-07	2011	8
sample_2320_58	2320	0.6463169024614818	2011.6	2011-08-07	2011	8
sample_2320_6	2320	0.6483597242676324	2011.6	2011-08-07	2011	8
sample_2320_60	2320	0.6483597242676324	2011.6	2011-08-07	2011	8
sample_2320_62	2320	0.4830081932166662	2011.6	2011-08-07	2011	8
sample_2320_66	2320	0.6483597242676324	2011.6	2011-08-07	2011	8
sample_2320_67	2320	0.6561211349261136	2011.6	2011-08-07	2011	8
sample_2320_70	2320	0.6555581557760743	2011.6	2011-08-07	2011	8
sample_2320_77	2320	0.5988869752805737	2011.6	2011-08-07	2011	8
sample_2320_82	2320	0.5505363105127973	2011.6	2011-08-07	2011	8
sample_2320_84	2320	0.6462788256376766	2011.6	2011-08-07	2011	8
sample_2320_91	2320	0.4594598298004469	2011.6	2011-08-07	2011	8
sample_2320_92	2320	0.6555581557760743	2011.6	2011-08-07	2011	8
sample_2324_23	2324	0.5800102158645974	2011.62	2011-08-14	2011	8
sample_2324_3	2324	0.6385757161662677	2011.62	2011-08-14	2011	8
sample_2324_35	2324	0.6343523035639278	2011.62	2011-08-14	2011	8
sample_2324_36	2324	0.6219727737344668	2011.62	2011-08-14	2011	8
sample_2324_4	2324	0.650891537319735	2011.62	2011-08-14	2011	8
sample_2324_43	2324	0.6466480820516551	2011.62	2011-08-14	2011	8
sample_2324_51	2324	0.5814088657108533	2011.62	2011-08-14	2011	8
sample_2324_65	2324	0.436509417391512	2011.62	2011-08-14	2011	8
sample_2324_9	2324	0.618275176235876	2011.62	2011-08-14	2011	8
sample_2324_98	2324	0.5873414408180395	2011.62	2011-08-14	2011	8
sample_2328_20	2328	0.5031245819670701	2011.64	2011-08-21	2011	8
sample_2328_22	2328	0.5984633356297071	2011.64	2011-08-21	2011	8
sample_2328_28	2328	0.6691740847032436	2011.64	2011-08-21	2011	8
sample_2328_71	2328	0.4657431637788152	2011.64	2011-08-21	2011	8
sample_2328_73	2328	0.6541176677974205	2011.64	2011-08-21	2011	8
sample_2328_74	2328	0.5989389633508745	2011.64	2011-08-21	2011	8
sample_2328_99	2328	0.6548940250946894	2011.64	2011-08-21	2011	8
sample_2332_100	2332	0.6446070376857077	2011.66	2011-08-29	2011	8
sample_2332_20	2332	0.6108186700949546	2011.66	2011-08-29	2011	8
sample_2332_21	2332	0.5686898761870113	2011.66	2011-08-29	2011	8
sample_2332_29	2332	0.5772604223978964	2011.66	2011-08-29	2011	8
sample_2332_43	2332	0.5772604223978964	2011.66	2011-08-29	2011	8
sample_2332_54	2332	0.5606023213659477	2011.66	2011-08-29	2011	8
sample_2332_66	2332	0.5889527225655092	2011.66	2011-08-29	2011	8
sample_2332_68	2332	0.553154635689094	2011.66	2011-08-29	2011	8
sample_2332_69	2332	0.6470087181535602	2011.66	2011-08-29	2011	8
sample_2332_76	2332	0.6348705851783076	2011.66	2011-08-29	2011	8
sample_2332_8	2332	0.5254893142363942	2011.66	2011-08-29	2011	8
sample_2332_81	2332	0.6336691050944879	2011.66	2011-08-29	2011	8
sample_2332_86	2332	0.6405752628356987	2011.66	2011-08-29	2011	8
sample_2332_93	2332	0.5131203754647968	2011.66	2011-08-29	2011	8
sample_2336_15	2336	0.5960940523055133	2011.68	2011-09-05	2011	9
sample_2336_29	2336	0.6369378085318995	2011.68	2011-09-05	2011	9
sample_2336_57	2336	0.5404974625975633	2011.68	2011-09-05	2011	9
sample_2336_58	2336	0.6523167490944743	2011.68	2011-09-05	2011	9
sample_2336_59	2336	0.6369378085318995	2011.68	2011-09-05	2011	9
sample_2336_65	2336	0.6321607749679102	2011.68	2011-09-05	2011	9
sample_2336_71	2336	0.6114134627726533	2011.68	2011-09-05	2011	9
sample_2336_77	2336	0.6321607749679102	2011.68	2011-09-05	2011	9
sample_2336_88	2336	0.6359427270711594	2011.68	2011-09-05	2011	9
sample_2336_89	2336	0.6110131354067213	2011.68	2011-09-05	2011	9
sample_2340_14	2340	0.6340061064851329	2011.7	2011-09-12	2011	9
sample_2340_21	2340	0.5105901268006625	2011.7	2011-09-12	2011	9
sample_2340_38	2340	0.6448854295202995	2011.7	2011-09-12	2011	9
sample_2340_4	2340	0.6597500457746464	2011.7	2011-09-12	2011	9
sample_2340_65	2340	0.4825215682124861	2011.7	2011-09-12	2011	9
sample_2340_78	2340	0.5887685526165655	2011.7	2011-09-12	2011	9
sample_2340_8	2340	0.6412521969735725	2011.7	2011-09-12	2011	9
sample_2340_85	2340	0.5651472049289908	2011.7	2011-09-12	2011	9
sample_2340_9	2340	0.6322196723688135	2011.7	2011-09-12	2011	9
sample_2340_92	2340	0.584868415579224	2011.7	2011-09-12	2011	9
sample_2344_17	2344	0.6673958568005159	2011.72	2011-09-19	2011	9
sample_2344_22	2344	0.4371008259671455	2011.72	2011-09-19	2011	9
sample_2344_32	2344	0.6559083342237023	2011.72	2011-09-19	2011	9
sample_2344_39	2344	0.5814627382893122	2011.72	2011-09-19	2011	9
sample_2344_45	2344	0.5019369202032439	2011.72	2011-09-19	2011	9
sample_2344_54	2344	0.6198866429336362	2011.72	2011-09-19	2011	9
sample_2344_59	2344	0.5377837714955181	2011.72	2011-09-19	2011	9
sample_2344_6	2344	0.6460697092103468	2011.72	2011-09-19	2011	9
sample_2344_71	2344	0.42704977721941656	2011.72	2011-09-19	2011	9
sample_2344_75	2344	0.5841756671302923	2011.72	2011-09-19	2011	9
sample_2344_8	2344	0.6266660758610271	2011.72	2011-09-19	2011	9
sample_2344_85	2344	0.066888003675348	2011.72	2011-09-19	2011	9
sample_2344_94	2344	0.5576758421440347	2011.72	2011-09-19	2011	9
sample_2348_10	2348	0.6238063081733853	2011.74	2011-09-27	2011	9
sample_2348_20	2348	0.6016450906997985	2011.74	2011-09-27	2011	9
sample_2348_29	2348	0.4383812979985824	2011.74	2011-09-27	2011	9
sample_2348_31	2348	0.6262589971408321	2011.74	2011-09-27	2011	9
sample_2348_41	2348	0.6215620546622759	2011.74	2011-09-27	2011	9
sample_2348_57	2348	0.6476310842002412	2011.74	2011-09-27	2011	9
sample_2348_65	2348	0.5738287036105955	2011.74	2011-09-27	2011	9
sample_2348_72	2348	0.6522633743797618	2011.74	2011-09-27	2011	9
sample_2348_84	2348	0.601671125779111	2011.74	2011-09-27	2011	9
sample_2348_85	2348	0.6418638591994571	2011.74	2011-09-27	2011	9
sample_2348_86	2348	0.3350824832219775	2011.74	2011-09-27	2011	9
sample_2348_89	2348	0.5155527283214459	2011.74	2011-09-27	2011	9
sample_2348_9	2348	0.6371316971802484	2011.74	2011-09-27	2011	9
sample_2348_90	2348	0.5779058067531357	2011.74	2011-09-27	2011	9
sample_2348_96	2348	0.5904347685044691	2011.74	2011-09-27	2011	9
sample_2348_99	2348	0.5201152260778221	2011.74	2011-09-27	2011	9
sample_2352_12	2352	0.6054123593159998	2011.76	2011-10-04	2011	10
sample_2352_23	2352	0.4138950819881394	2011.76	2011-10-04	2011	10
sample_2352_31	2352	0.6388857355693257	2011.76	2011-10-04	2011	10
sample_2352_4	2352	0.5492373699755062	2011.76	2011-10-04	2011	10
sample_2352_49	2352	0.578008428818917	2011.76	2011-10-04	2011	10
sample_2352_51	2352	0.6432167623189549	2011.76	2011-10-04	2011	10
sample_2352_56	2352	0.5977283080154916	2011.76	2011-10-04	2011	10
sample_2352_6	2352	0.5375502728322041	2011.76	2011-10-04	2011	10
sample_2352_61	2352	0.6520117640371315	2011.76	2011-10-04	2011	10
sample_2352_65	2352	0.5625164500070414	2011.76	2011-10-04	2011	10
sample_2352_72	2352	0.632412085684946	2011.76	2011-10-04	2011	10
sample_2352_77	2352	0.6331709654312341	2011.76	2011-10-04	2011	10
sample_2356_25	2356	0.7000507461894129	2011.78	2011-10-11	2011	10
sample_2356_29	2356	0.3181059180187645	2011.78	2011-10-11	2011	10
sample_2356_37	2356	0.6506147659866176	2011.78	2011-10-11	2011	10
sample_2356_38	2356	0.5486099387794685	2011.78	2011-10-11	2011	10
sample_2356_49	2356	0.629801101505861	2011.78	2011-10-11	2011	10
sample_2356_61	2356	0.6356414930586904	2011.78	2011-10-11	2011	10
sample_2356_62	2356	0.5585532317792904	2011.78	2011-10-11	2011	10
sample_2356_72	2356	0.6612382075882066	2011.78	2011-10-11	2011	10
sample_2356_86	2356	0.5241843601713271	2011.78	2011-10-11	2011	10
sample_2356_95	2356	0.6471411853967001	2011.78	2011-10-11	2011	10
sample_2360_11	2360	0.647457869210424	2011.8	2011-10-19	2011	10
sample_2360_23	2360	0.6262903869969779	2011.8	2011-10-19	2011	10
sample_2360_45	2360	0.6442087448828508	2011.8	2011-10-19	2011	10
sample_2360_46	2360	0.4780772595038433	2011.8	2011-10-19	2011	10
sample_2360_58	2360	0.5631067149441698	2011.8	2011-10-19	2011	10
sample_2360_70	2360	0.4992249845435348	2011.8	2011-10-19	2011	10
sample_2360_77	2360	0.6310230599465773	2011.8	2011-10-19	2011	10
sample_2360_88	2360	0.441716141962604	2011.8	2011-10-19	2011	10
sample_2360_89	2360	0.5717075232875215	2011.8	2011-10-19	2011	10
sample_2360_9	2360	0.5808119513354795	2011.8	2011-10-19	2011	10
sample_2364_100	2364	0.6757809788153761	2011.82	2011-10-26	2011	10
sample_2364_15	2364	0.4603455018975065	2011.82	2011-10-26	2011	10
sample_2364_28	2364	0.6351636703397702	2011.82	2011-10-26	2011	10
sample_2364_36	2364	0.42311152761630505	2011.82	2011-10-26	2011	10
sample_2364_37	2364	0.42719933004601895	2011.82	2011-10-26	2011	10
sample_2364_38	2364	0.6716055993909604	2011.82	2011-10-26	2011	10
sample_2364_41	2364	0.4518784457968466	2011.82	2011-10-26	2011	10
sample_2364_49	2364	0.6191458300560138	2011.82	2011-10-26	2011	10
sample_2364_62	2364	0.5377956593202176	2011.82	2011-10-26	2011	10
sample_2364_64	2364	0.6311994616398465	2011.82	2011-10-26	2011	10
sample_2364_7	2364	0.6470912197297357	2011.82	2011-10-26	2011	10
sample_2364_70	2364	0.6124211295103881	2011.82	2011-10-26	2011	10
sample_2364_71	2364	0.5777927368871465	2011.82	2011-10-26	2011	10
sample_2364_75	2364	0.6605759067920302	2011.82	2011-10-26	2011	10
sample_2364_88	2364	0.6375024182028715	2011.82	2011-10-26	2011	10
sample_2364_96	2364	0.6640784145999963	2011.82	2011-10-26	2011	10
sample_2364_97	2364	0.5485720038374323	2011.82	2011-10-26	2011	10
sample_2368_1	2368	0.6600552865227645	2011.84	2011-11-02	2011	11
sample_2368_17	2368	0.4167327072836817	2011.84	2011-11-02	2011	11
sample_2368_22	2368	0.4231494340352541	2011.84	2011-11-02	2011	11
sample_2368_27	2368	0.6396188388201879	2011.84	2011-11-02	2011	11
sample_2368_44	2368	0.6030048326280099	2011.84	2011-11-02	2011	11
sample_2368_49	2368	0.6120498250175748	2011.84	2011-11-02	2011	11
sample_2368_55	2368	0.6386107042345487	2011.84	2011-11-02	2011	11
sample_2368_59	2368	0.5481604759002933	2011.84	2011-11-02	2011	11
sample_2368_6	2368	0.5571176233455584	2011.84	2011-11-02	2011	11
sample_2368_82	2368	0.6183423304007819	2011.84	2011-11-02	2011	11
sample_2368_83	2368	0.5982787039546794	2011.84	2011-11-02	2011	11
sample_2368_86	2368	0.5669423487908124	2011.84	2011-11-02	2011	11
sample_2372_14	2372	0.6209477409531425	2011.86	2011-11-10	2011	11
sample_2372_16	2372	0.6061688629409767	2011.86	2011-11-10	2011	11
sample_2372_26	2372	0.6682469071928376	2011.86	2011-11-10	2011	11
sample_2372_3	2372	0.5332147479364128	2011.86	2011-11-10	2011	11
sample_2372_32	2372	0.6263415612666168	2011.86	2011-11-10	2011	11
sample_2372_34	2372	0.6130031866721736	2011.86	2011-11-10	2011	11
sample_2372_46	2372	0.5931863968331793	2011.86	2011-11-10	2011	11
sample_2372_55	2372	0.6238010250882949	2011.86	2011-11-10	2011	11
sample_2372_66	2372	0.6585684644869602	2011.86	2011-11-10	2011	11
sample_2372_67	2372	0.6365624643029324	2011.86	2011-11-10	2011	11
sample_2372_83	2372	0.6153998608537834	2011.86	2011-11-10	2011	11
sample_2372_9	2372	0.6585684644869602	2011.86	2011-11-10	2011	11
sample_2372_91	2372	0.5693155989390227	2011.86	2011-11-10	2011	11
sample_2376_17	2376	0.5971611110324929	2011.88	2011-11-17	2011	11
sample_2376_20	2376	0.6324627148664177	2011.88	2011-11-17	2011	11
sample_2376_31	2376	0.5307098525352195	2011.88	2011-11-17	2011	11
sample_2376_32	2376	0.3855726693469615	2011.88	2011-11-17	2011	11
sample_2376_35	2376	0.5586419500370733	2011.88	2011-11-17	2011	11
sample_2376_5	2376	0.5945618052712491	2011.88	2011-11-17	2011	11
sample_2376_6	2376	0.5797777921437357	2011.88	2011-11-17	2011	11
sample_2376_63	2376	0.3944493599511733	2011.88	2011-11-17	2011	11
sample_2376_73	2376	0.583881434392835	2011.88	2011-11-17	2011	11
